
         0.00000       177.25519

        15.69866        23.28388

        18.69538         9.76469

        19.98304         4.38423

        20.56385         2.03043

        21.06356         9.57611

        21.06391        14.34303

        21.06406        19.11071

        21.06688        23.86847

        21.06774        28.63358

        21.06808        33.40061

        21.06936        38.16439

        21.07062        42.92833

        21.07215        47.69145

        21.07337        52.45566

        21.07338        57.22387

        21.07410        61.98993

        21.07512        66.75518

        21.07529        71.52292

        21.07926        76.28073

        21.08734        81.02921

        47.61744        40.71546

        48.82088        48.63949

        48.82405        55.73495

        48.82510        62.83524

        55.20932        55.11936

        57.30467        51.33168

        59.87865        50.22162

        68.17982        44.91756

        82.59740        40.36685

        83.25239        42.19850

        85.68816        39.04878

        90.66704        37.46509

        91.69415        33.39766

        91.69808        35.48153

        91.99898        48.47825

        92.17302        48.48309

        95.72656        40.32615

        96.38290        40.37866

       102.18274        36.38465

       103.25422        37.68788

       105.30553        34.93154

       110.30961        34.05867

       110.69983        35.24717

       113.93237        34.07993

       114.10939        38.11795

       117.21169        34.16977

       122.83822        32.54872

       125.36828        31.23312

       127.55542        32.21862

       131.30211        41.17612

       132.09700        35.78096

       132.36865        45.38639

       134.97469        41.73303

       146.61430        31.14965

       147.17124        32.57462

       149.62404        34.44563

       152.21303        33.85052

       154.13802        34.91175

       154.95337        37.94341

       158.74962        28.48168

       160.27825        34.01225

       161.99266        28.97111

       163.33829        27.08120

       164.67950        35.34023

       166.12012        35.27503

       170.68239        35.43837

       172.82924        31.24540

       173.11358        31.88371

       173.17761        33.09421

       173.32884        34.63863

       174.04229        35.35488

       174.74242        30.57429

       175.03835        31.26589

       175.28004        32.61778

       175.75384        31.80518

       175.78663        34.49487

       175.93644        34.63235

       176.08348        39.00318

       178.29003        34.16630

       183.55925        30.54597

       184.50703        32.21280

       190.45952        32.49959

       190.56784        35.61079

       193.67153        34.34527

       193.85095        38.13308

       195.27756        34.16726

       197.69168        30.42170

       197.74712        44.83725

       199.04067        37.04005

       199.45881        38.74753

       201.61613        33.24111

       203.82631        32.73135

       206.70242        29.90909

       208.14803        31.17025

       210.93068        34.14115

       212.59176        34.24398

       212.89748        38.17316

       213.90345        40.05474

       215.67837        36.89450

       215.83224        38.37773
