
     0           0.00000

     1          15.69866

     2          18.69538

     3          19.98304

     4          20.56385

     5          21.06356

     6          21.06391

     7          21.06406

     8          21.06688

     9          21.06774

    10          21.06808

    11          21.06936

    12          21.07062

    13          21.07215

    14          21.07337

    15          21.07338

    16          21.07410

    17          21.07512

    18          21.07529

    19          21.07926

    20          21.08734

    21          47.61744

    22          48.82088

    23          48.82405

    24          48.82510

    25          55.20932

    26          57.30467

    27          59.87865

    28          68.17982

    29          82.59740

    30          83.25239

    31          85.68816

    32          90.66704

    33          91.69415

    34          91.69808

    35          91.99898

    36          92.17302

    37          95.72656

    38          96.38290

    39         102.18274

    40         103.25422

    41         105.30553

    42         110.30961

    43         110.69983

    44         113.93237

    45         114.10939

    46         117.21169

    47         122.83822

    48         125.36828

    49         127.55542

    50         131.30211

    51         132.09700

    52         132.36865

    53         134.97469

    54         146.61430

    55         147.17124

    56         149.62404

    57         152.21303

    58         154.13802

    59         154.95337

    60         158.74962

    61         160.27825

    62         161.99266

    63         163.33829

    64         164.67950

    65         166.12012

    66         170.68239

    67         172.82924

    68         173.11358

    69         173.17761

    70         173.32884

    71         174.04229

    72         174.74242

    73         175.03835

    74         175.28004

    75         175.75384

    76         175.78663

    77         175.93644

    78         176.08348

    79         178.29003

    80         183.55925

    81         184.50703

    82         190.45952

    83         190.56784

    84         193.67153

    85         193.85095

    86         195.27756

    87         197.69168

    88         197.74712

    89         199.04067

    90         199.45881

    91         201.61613

    92         203.82631

    93         206.70242

    94         208.14803

    95         210.93068

    96         212.59176

    97         212.89748

    98         213.90345

    99         215.67837

   100         215.83224
