       0.00000            0
      15.69866            0
      18.69538            0
      19.98304            0
      20.56385            0
      21.06356           28
      21.06391            4
      21.06406           23
      21.06688           20
      21.06774           17
      21.06808           30
      21.06936           12
      21.07062           24
      21.07215            8
      21.07337            2
      21.07338           27
      21.07410            5
      21.07512           22
      21.07529           10
      21.07926            7
      21.08734           24
      47.61744            0
      48.82088           11
      48.82405            3
      48.82510           13
      55.20932            9
      57.30467           12
      59.87865           17
      68.17982           10
      82.59740            5
      83.25239           15
      85.68816            7
      90.66704            1
      91.69415           12
      91.69808           19
      91.99898            8
      92.17302            8
      95.72656            9
      96.38290            8
     102.18274           17
     103.25422            3
     105.30553           16
     110.30961            6
     110.69983            7
     113.93237            3
     114.10939            1
     117.21169           15
     122.83822           16
     125.36828            7
     127.55542            6
     131.30211           10
     132.09700            7
     132.36865           15
     134.97469            2
     146.61430            0
     147.17124            6
     149.62404           12
     152.21303            1
     154.13802           10
     154.95337            8
     158.74962           11
     160.27825           16
     161.99266           12
     163.33829           11
     164.67950            3
     166.12012           12
     170.68239           16
     172.82924           11
     173.11358            2
     173.17761           11
     173.32884           14
     174.04229            1
     174.74242           13
     175.03835            6
     175.28004            1
     175.75384           14
     175.78663           16
     175.93644            1
     176.08348            2
     178.29003            7
     183.55925           11
     184.50703           10
     190.45952            4
     190.56784           12
     193.67153            1
     193.85095            2
     195.27756            9
     197.69168            4
     197.74712            7
     199.04067            9
     199.45881           14
     201.61613           12
     203.82631           15
     206.70242            6
     208.14803            9
     210.93068            4
     212.59176           12
     212.89748            1
     213.90345            6
     215.67837           11
     215.83224            4
